article_id,source_id,source_name,author,title,description,url,url_to_image,published_at,full_content,category
89024,business-insider,Business Insider,Erin Snodgrass,Photos show the recently discovered wreck of a World War II-era submarine more than 80 years after a German sub sank it,,https://www.businessinsider.com/wwii-british-submarine-wreck-found-norway-83-years-after-sank-2023-10,https://i.insider.com/6532fb3c96f7540cd0625622?width=1200&format=jpeg,2023-10-20 23:02:44.000000,"A crew of Norwegian maritime researchers said they stumbled upon the long-lost wreck of a World War II-era British submarine that was torpedoed by a German submarine in 1940 justseven months after the war began. Researchers with Norway's Institute of of Marine Research and the MAREANO program, which maps seabed biology and geology, discovered the wreck's remains earlier this year, according to apress releasefrom the Institute of Marine Research. But it took until this fall for researchers to confirm the wreck was the HMS Thistle, a British Royal Navy submarine that sunk off the coast of Norway in April of 1940 after being hit by a German submarine. The strike resulted in the deaths of all 53 crew members. Researchers on board a routine cruise earlier this year noticed peculiarities on their map, according to the Institute of Marine Research. Unaware of whether the abnormalities were part of the seafloor geology or something else, the crew established a research station to investigate further. An underwater camera eventually revealed the remains of a submarine sitting more than 500 feet beneath the ocean's surface, outside Rogaland, Norway, the press release said. ""Since there was no sign of any wreck right here, I checked if there were any submarines that were missing in the area and that could match this wreck,"" senior engineer Kjell Bakkeplass told the Institute for Marine Research. Researchers consulted with both the Norwegian and British navies before confirming the submarine was a lost British vessel. They eventually narrowed it down to one of two options: the HMS Oxley, which was accidentally sunk by another British submarine just seven days after WWII began, or the HMS Thistle, which was hit by a German submarine in April 1940. Historic information suggested the Oxley was the closest geographic wreck to the site, Bakkeplass said, but offshore submarine experts eventually determined the wreck was likelier to be that of the Thistle. ""After several people had studied the photo, we concluded that it was probably HMS Thistle, but the photo showed too few details for it to be conclusively settled,"" Bakkeplass said. A second exhibition in October passed by the wreck again and confirmed this time that the wreck was the Thistle, the Institute for Marine Research said, though the British Royal Navy maintains rights of ownership over the underwater grave and has final say on identifying the submarine. The Royal Navy did not immediately respond to Insider's request for comment. Bakkeplass said the assumed position of the Thistle was likely wrong for years because of the vessel's antiquated bearings.",Sports
87627,,The Punch,Our Reporters,"Niger courts operating from rented, dilapidated buildings – CJ","The Chief Judge of Niger State, Justice Halima Abdulmalik, has lamented that successive governments in Niger State starved the state Judiciary of fund to carry out its duties. Abdulmalik called on the government of Mohammed Bago to immediately implement the H…",https://punchng.com/niger-courts-operating-from-rented-dilapidated-buildings-cj/,https://cdn.punchng.com/wp-content/uploads/2023/10/21023838/dilapidated-buildings.jpg,2023-10-20 23:12:49.000000,"The Chief Judge of Niger State, Justice Halima Abdulmalik, has lamented that successive governments in Niger State starved the state Judiciary of fund to carry out its duties.Abdulmalik called on the government of Mohammed Bago to immediately implement the Harmonized Conditions of Service Law 2023 passed by the Ninth Assembly of the state legislature.The Chief Judge made the call on Friday during the last day of the special court session to mark the 2023/2024 Legal Year which took place at the High Court complex in Minna.While requesting Governor Bago to order for the full implementation of the law, she said, “Niger State lawmakers had passed into law the harmonization of conditions of service for Magistrates, Sharia Court Judges, state counsels, draftsmen and others connected with criminal justice.”Related NewsNYSC seeks help to tackle dilapidated camps, office buildingsShe added, “Some courts in Niger State are operating from rented accommodations while others are dilapidated. The Izom Magistrate Court has partially collapsed,” attributing the trend to insufficient allocation of funds for capital projects in the judiciary.“It is from the allocations that we pay the judges’ rents, attend national and international conferences and carry out capital projects. The High Court complex is in dire need of upgrade by way of reconstruction, rehabilitation and reroofing.“Since the creation of the State, the High Court conference hall has yet to be completed. When completed, the hall will serve as our meeting point and Conference Centre and venue for our in-house capacity building training.”The Chief Judge expressed worry at the plight of Magistrates in the state, saying, “Magistrates commute in public transport to and from work. This is not dignifying as it constitutes imminent danger to their well-being as they sometimes join vehicles with litigants, defendants and accused persons appearing before them. Abdulmalik called on the government of Mohammed Bago to immediately implement the Harmonized Conditions of Service Law 2023 passed by the Ninth Assembly of the state legislature.The Chief Judge made the call on Friday during the last day of the special court session to mark the 2023/2024 Legal Year which took place at the High Court complex in Minna.While requesting Governor Bago to order for the full implementation of the law, she said, “Niger State lawmakers had passed into law the harmonization of conditions of service for Magistrates, Sharia Court Judges, state counsels, draftsmen and others connected with criminal justice.”Related NewsNYSC seeks help to tackle dilapidated camps, office buildingsShe added, “Some courts in Niger State are operating from rented accommodations while others are dilapidated. The Izom Magistrate Court has partially collapsed,” attributing the trend to insufficient allocation of funds for capital projects in the judiciary.“It is from the allocations that we pay the judges’ rents, attend national and international conferences and carry out capital projects. The High Court complex is in dire need of upgrade by way of reconstruction, rehabilitation and reroofing.“Since the creation of the State, the High Court conference hall has yet to be completed. When completed, the hall will serve as our meeting point and Conference Centre and venue for our in-house capacity building training.”The Chief Judge expressed worry at the plight of Magistrates in the state, saying, “Magistrates commute in public transport to and from work. This is not dignifying as it constitutes imminent danger to their well-being as they sometimes join vehicles with litigants, defendants and accused persons appearing before them. The Chief Judge made the call on Friday during the last day of the special court session to mark the 2023/2024 Legal Year which took place at the High Court complex in Minna.While requesting Governor Bago to order for the full implementation of the law, she said, “Niger State lawmakers had passed into law the harmonization of conditions of service for Magistrates, Sharia Court Judges, state counsels, draftsmen and others connected with criminal justice.”Related NewsNYSC seeks help to tackle dilapidated camps, office buildingsShe added, “Some courts in Niger State are operating from rented accommodations while others are dilapidated. The Izom Magistrate Court has partially collapsed,” attributing the trend to insufficient allocation of funds for capital projects in the judiciary.“It is from the allocations that we pay the judges’ rents, attend national and international conferences and carry out capital projects. The High Court complex is in dire need of upgrade by way of reconstruction, rehabilitation and reroofing.“Since the creation of the State, the High Court conference hall has yet to be completed. When completed, the hall will serve as our meeting point and Conference Centre and venue for our in-house capacity building training.”The Chief Judge expressed worry at the plight of Magistrates in the state, saying, “Magistrates commute in public transport to and from work. This is not dignifying as it constitutes imminent danger to their well-being as they sometimes join vehicles with litigants, defendants and accused persons appearing before them. While requesting Governor Bago to order for the full implementation of the law, she said, “Niger State lawmakers had passed into law the harmonization of conditions of service for Magistrates, Sharia Court Judges, state counsels, draftsmen and others connected with criminal justice.”Related NewsNYSC seeks help to tackle dilapidated camps, office buildingsShe added, “Some courts in Niger State are operating from rented accommodations while others are dilapidated. The Izom Magistrate Court has partially collapsed,” attributing the trend to insufficient allocation of funds for capital projects in the judiciary.“It is from the allocations that we pay the judges’ rents, attend national and international conferences and carry out capital projects. The High Court complex is in dire need of upgrade by way of reconstruction, rehabilitation and reroofing.“Since the creation of the State, the High Court conference hall has yet to be completed. When completed, the hall will serve as our meeting point and Conference Centre and venue for our in-house capacity building training.”The Chief Judge expressed worry at the plight of Magistrates in the state, saying, “Magistrates commute in public transport to and from work. This is not dignifying as it constitutes imminent danger to their well-being as they sometimes join vehicles with litigants, defendants and accused persons appearing before them. She added, “Some courts in Niger State are operating from rented accommodations while others are dilapidated. The Izom Magistrate Court has partially collapsed,” attributing the trend to insufficient allocation of funds for capital projects in the judiciary.“It is from the allocations that we pay the judges’ rents, attend national and international conferences and carry out capital projects. The High Court complex is in dire need of upgrade by way of reconstruction, rehabilitation and reroofing.“Since the creation of the State, the High Court conference hall has yet to be completed. When completed, the hall will serve as our meeting point and Conference Centre and venue for our in-house capacity building training.”The Chief Judge expressed worry at the plight of Magistrates in the state, saying, “Magistrates commute in public transport to and from work. This is not dignifying as it constitutes imminent danger to their well-being as they sometimes join vehicles with litigants, defendants and accused persons appearing before them. “It is from the allocations that we pay the judges’ rents, attend national and international conferences and carry out capital projects. The High Court complex is in dire need of upgrade by way of reconstruction, rehabilitation and reroofing.“Since the creation of the State, the High Court conference hall has yet to be completed. When completed, the hall will serve as our meeting point and Conference Centre and venue for our in-house capacity building training.”The Chief Judge expressed worry at the plight of Magistrates in the state, saying, “Magistrates commute in public transport to and from work. This is not dignifying as it constitutes imminent danger to their well-being as they sometimes join vehicles with litigants, defendants and accused persons appearing before them. “Since the creation of the State, the High Court conference hall has yet to be completed. When completed, the hall will serve as our meeting point and Conference Centre and venue for our in-house capacity building training.”The Chief Judge expressed worry at the plight of Magistrates in the state, saying, “Magistrates commute in public transport to and from work. This is not dignifying as it constitutes imminent danger to their well-being as they sometimes join vehicles with litigants, defendants and accused persons appearing before them. The Chief Judge expressed worry at the plight of Magistrates in the state, saying, “Magistrates commute in public transport to and from work. This is not dignifying as it constitutes imminent danger to their well-being as they sometimes join vehicles with litigants, defendants and accused persons appearing before them.",Politics
88908,abc-news-au,ABC News (AU),Michael Doyle,Riccardo qualifies 15th on F1 return as Ferrari snatches pole in Texas,Daniel Ricciardo has missed the last five grand prix after breaking his wrist during a practice session in the Netherlands.,https://www.abc.net.au/news/2023-10-21/oscar-piastri-daniel-ricciardo-qualifying-f1-us-grand-prix/102994068,https://live-production.wcms.abc-cdn.net.au/9cf73f1ff8a06871e01484b726f40cae?impolicy=wcms_crop_resize&cropH=1666&cropW=2961&xPos=0&yPos=154&width=862&height=485,2023-10-21 00:47:47.000000,"Daniel Ricciardo has made a promising start on his return to Formula 1, qualifying 15th for the US Grand Prix.
Key points:
<ul><li>Daniel Ricciardo returns to F1 after a broken wrist</li><li>Oscar … [+2752 chars]",General
88701,,The Indian Express,Rahul Sadhu,"Netherlands vs Sri Lanka Live Score, World Cup 2023: Confident NED look to upset injury riddled SL in Lucknow","Netherlands vs Sri Lanka World Cup 2023 Live Score: Netherlands have thus far played 3 matches, losing 2 and winning one while the Lankan Lions are yet to win a game in this tournament, losing all three that they have played.",https://indianexpress.com/article/sports/cricket/netherlands-vs-sri-lanka-live-score-world-cup-2023-19th-match-today-scorecard-lucknow-8992781/,https://images.indianexpress.com/2023/10/nld-vs-sl.jpg,2023-10-21 03:36:44.000000,"Tim de Leede with the signed match ball from Sachin Tendulkar, with which he bagged 4 for 35 against India in the 2003 ODI World Cup.
Tim de Leede recalls the game he picked up Sachin Tendulkars wic… [+1656 chars]",Sports
88400,,soompi,eclipse01,EXO’s Chanyeol Tops iTunes Charts All Over The World With “Good Enough”,"EXO’s Chanyeol is sweeping iTunes charts across the globe with his new solo single! On October 20 at 6 p.m. KST, Chanyeol dropped his digital single “Good Enough,” marking his first new solo release in two and a half years. Immediately upon its release, the s…",https://www.soompi.com/article/1621122wpp/exos-chanyeol-tops-itunes-charts-all-over-the-world-with-good-enough,https://6.soompi.io/wp-content/uploads/image/20231021045506_Chanyeol-2.jpg?s=900x600&e=t,2023-10-21 04:56:18.000000,"EXOs Chanyeol is sweeping iTunes charts across the globe with his new solo single!
On October 20 at 6 p.m. KST, Chanyeol dropped his digital single Good Enough, marking his first new solo release in… [+884 chars]",Technology
88706,business-insider,Business Insider,Brendan Griffiths,Cricket World Cup: Where to watch free South Africa vs. England live stream from anywhere,"We can show you how to watch South Africa vs. England for free today. Even at this early stage, it feels like a must-win game for England against their southern hemisphere rivals.",https://www.businessinsider.com/guides/streaming/where-to-watch-south-africa-vs-england-cricket-world-cup-live-stream-2023,https://i.insider.com/652fb4fd96f7540cd05f1e56?width=1200&format=jpeg,2023-10-21 05:30:01.000000,"When you buy through our links, Insider may earn an affiliate commission. Learn more
Looking for help on where to watch a South Africa vs England live stream today? We can help get you set up in jus… [+5744 chars]",Sports
87490,,AllAfrica - Top Africa News,,Niger: Ousted President's Lawyers Deny Escape Accusation,[DW] Niger's former President Mohamed Bazoum is currently being held under house arrest by the country's military junta. He was ousted by the army in July amid a series of coups in West Africa.,https://allafrica.com/stories/202310210063.html,https://cdn08.allafrica.com/static/images/structure/aa-logo-rgba-no-text-square.png,2023-10-21 09:19:38.000000,"Niger's former President Mohamed Bazoum is currently being held under house arrest by the country's military junta. He was ousted by the army in July amid a series of coups in West Africa. 
Lawyers … [+3586 chars]",Politics
88877,espn-cric-info,ESPN Cric Info,ESPNcricinfo staff,"Head will open straightaway once he returns, says Bailey",He could be back as soon as Australia's next game against Netherlands on Wednesday,https://www.espncricinfo.com/story/icc-cricket-world-cup-2023-travis-head-will-open-straightaway-once-he-returns-says-george-bailey-1404588,https://img1.hscicdn.com/image/upload/f_auto/lsci/db/PICTURES/CMS/349300/349372.6.jpg,2023-10-21 10:25:13.000000,Travis Head linked up with the squad as they moved to Delhi on Saturday  •  Getty Images and Cricket Australia,Sports
87628,,The Punch,Rotimi Agbana,"Two children die, others injured in Niger boat fire",A boat accident has claimed the lives of two children and injured two other persons in Katcha Local Government Area of Niger State. The boat was said to have caught fire following a mechanical fault in the engine which inflamed a jerrycan of petrol stored ins…,https://punchng.com/two-children-die-others-injured-in-niger-boat-fire/,https://cdn.punchng.com/wp-content/uploads/2023/10/21131340/boat-fire-1.jpeg,2023-10-21 12:15:06.000000,"A boat accident has claimed the lives of two children and injured two other persons in Katcha Local Government Area of Niger State.The boat was said to have caught fire following a mechanical fault in the engine which inflamed a jerrycan of petrol stored inside the boat.The overseeing Director General of the Niger State Emergency Management Agency, Salihu Garba, made this known in a WhatsApp message he sent to The PUNCH on Saturday, in which he said the incident happened at 6 pm on FridayAccording to Garba, the boat had 145 passengers on board.Related NewsTaraba gov mourns 100 boat accident victims, orders probeVictim of Lagos boat accident newly admitted in Unilorin – Community leaderBayelsa APC media campaign director dies in boat accident“NSEMA has received a report of another boat mishap that claimed 2 lives of children and injured 2 persons in Katcha LGA.“The incident occurred yesterday 20/10/2023 at about 6 pm when the boat engine caught fire due to mechanical failure and inflamed a jerican of petrol stored inside the boat that had 145 people on board.“The occupants are from the Danbo community in Kogi State, they were on their way back from Katcha Market.“So far, one corpse has been recovered while the search is still ongoing for the second,” he said The boat was said to have caught fire following a mechanical fault in the engine which inflamed a jerrycan of petrol stored inside the boat.The overseeing Director General of the Niger State Emergency Management Agency, Salihu Garba, made this known in a WhatsApp message he sent to The PUNCH on Saturday, in which he said the incident happened at 6 pm on FridayAccording to Garba, the boat had 145 passengers on board.Related NewsTaraba gov mourns 100 boat accident victims, orders probeVictim of Lagos boat accident newly admitted in Unilorin – Community leaderBayelsa APC media campaign director dies in boat accident“NSEMA has received a report of another boat mishap that claimed 2 lives of children and injured 2 persons in Katcha LGA.“The incident occurred yesterday 20/10/2023 at about 6 pm when the boat engine caught fire due to mechanical failure and inflamed a jerican of petrol stored inside the boat that had 145 people on board.“The occupants are from the Danbo community in Kogi State, they were on their way back from Katcha Market.“So far, one corpse has been recovered while the search is still ongoing for the second,” he said The overseeing Director General of the Niger State Emergency Management Agency, Salihu Garba, made this known in a WhatsApp message he sent to The PUNCH on Saturday, in which he said the incident happened at 6 pm on FridayAccording to Garba, the boat had 145 passengers on board.Related NewsTaraba gov mourns 100 boat accident victims, orders probeVictim of Lagos boat accident newly admitted in Unilorin – Community leaderBayelsa APC media campaign director dies in boat accident“NSEMA has received a report of another boat mishap that claimed 2 lives of children and injured 2 persons in Katcha LGA.“The incident occurred yesterday 20/10/2023 at about 6 pm when the boat engine caught fire due to mechanical failure and inflamed a jerican of petrol stored inside the boat that had 145 people on board.“The occupants are from the Danbo community in Kogi State, they were on their way back from Katcha Market.“So far, one corpse has been recovered while the search is still ongoing for the second,” he said The overseeing Director General of the Niger State Emergency Management Agency, Salihu Garba, made this known in a WhatsApp message he sent to The PUNCH on Saturday, in which he said the incident happened at 6 pm on FridayAccording to Garba, the boat had 145 passengers on board.Related NewsTaraba gov mourns 100 boat accident victims, orders probeVictim of Lagos boat accident newly admitted in Unilorin – Community leaderBayelsa APC media campaign director dies in boat accident“NSEMA has received a report of another boat mishap that claimed 2 lives of children and injured 2 persons in Katcha LGA.“The incident occurred yesterday 20/10/2023 at about 6 pm when the boat engine caught fire due to mechanical failure and inflamed a jerican of petrol stored inside the boat that had 145 people on board.“The occupants are from the Danbo community in Kogi State, they were on their way back from Katcha Market.“So far, one corpse has been recovered while the search is still ongoing for the second,” he said According to Garba, the boat had 145 passengers on board.Related NewsTaraba gov mourns 100 boat accident victims, orders probeVictim of Lagos boat accident newly admitted in Unilorin – Community leaderBayelsa APC media campaign director dies in boat accident“NSEMA has received a report of another boat mishap that claimed 2 lives of children and injured 2 persons in Katcha LGA.“The incident occurred yesterday 20/10/2023 at about 6 pm when the boat engine caught fire due to mechanical failure and inflamed a jerican of petrol stored inside the boat that had 145 people on board.“The occupants are from the Danbo community in Kogi State, they were on their way back from Katcha Market.“So far, one corpse has been recovered while the search is still ongoing for the second,” he said “NSEMA has received a report of another boat mishap that claimed 2 lives of children and injured 2 persons in Katcha LGA.“The incident occurred yesterday 20/10/2023 at about 6 pm when the boat engine caught fire due to mechanical failure and inflamed a jerican of petrol stored inside the boat that had 145 people on board.“The occupants are from the Danbo community in Kogi State, they were on their way back from Katcha Market.“So far, one corpse has been recovered while the search is still ongoing for the second,” he said “The incident occurred yesterday 20/10/2023 at about 6 pm when the boat engine caught fire due to mechanical failure and inflamed a jerican of petrol stored inside the boat that had 145 people on board.“The occupants are from the Danbo community in Kogi State, they were on their way back from Katcha Market.“So far, one corpse has been recovered while the search is still ongoing for the second,” he said “The incident occurred yesterday 20/10/2023 at about 6 pm when the boat engine caught fire due to mechanical failure and inflamed a jerican of petrol stored inside the boat that had 145 people on board.“The occupants are from the Danbo community in Kogi State, they were on their way back from Katcha Market.“So far, one corpse has been recovered while the search is still ongoing for the second,” he said “The occupants are from the Danbo community in Kogi State, they were on their way back from Katcha Market.“So far, one corpse has been recovered while the search is still ongoing for the second,” he said “So far, one corpse has been recovered while the search is still ongoing for the second,” he said",Business
88984,al-jazeera-english,Al Jazeera English,Al Jazeera,India vs New Zealand: ICC Cricket World Cup 2023 match preview,Hosts India play 2019 finalists New Zealand in a battle of the Cricket World Cup's unbeaten table-toppers in Dharamsala.,https://www.aljazeera.com/sports/2023/10/21/india-vs-new-zealand-icc-cricket-world-cup-2023-match-preview,https://www.aljazeera.com/wp-content/uploads/2023/10/AP23292578292624-1697893224.jpg?resize=1920%2C1440,2023-10-21 13:15:11.000000,"Hosts India play 2019 finalists New Zealand in a battle of the Cricket World Cup’s unbeaten table-toppers in Dharamsala. Who:India vs New ZealandWhen:Sunday, October 22, 2pm (08:30 GMT)Where:HPCA Stadium, Dharamsala, India Over the past week, the Indian city of Dharamsala received the season’s first snowfall. As television cameras pan out behindthe stadium, the Himalayan mountaintops are noticeable in their pristine white glory. Temperatures are set to rise on Sunday, though, when the only two unbeaten teams at theCricket World Cupmeet. New Zealand andhosts Indiaare 4-0 in the tournament, although the 2019 runners-up New Zealanders lead on net run rate. New Zealand began its tournament by beating defending champions England by nine wickets, and then made easy work of the Netherlands (by 99 runs), Bangladesh (by eight wickets) and Afghanistan (by 149 runs). The tougher part of their league campaign begins on Sunday, againsttwo-time championsIndia, followed by Australia, South Africa, Pakistan and Sri Lanka. “India will be a massive challenge in its home conditions. At the moment, they are looking pretty tough to beat,” New Zealand left-arm spinner Mitchell Santner said after the win against Afghanistan.  Indeed, India have been steamrolling its opponents. They beat Australia by six wickets, brushed aside Afghanistan by eight wickets, beatarchrivals Pakistanby seven wickets and defeated Bangladesh by seven wickets. Fast bowler Jasprit Bumrah has led the wicket-taking for India, with 10 wickets in four games at an average of 13.40, and has been particularly effective in the middle overs. “Picking up wickets in the middle overs helps us control the run rates. We have managed to do that in all our games,” said India wrist spinner Kuldeep Yadav after the win against Bangladesh. “We have started well in the powerplays too, except against Bangladesh. It allows us spinners to control [proceedings] as well.”  India’s star all-rounder Hardik Pandya has been ruled out of the game. He twisted his left ankle while bowling in Pune and has been sent to Bengaluru for rehabilitation. Suryakumar Yadav is expected to get a game on Sunday and bat at number six. But India’s worry will be balancing out the bowling attack, as none of the top-order batsmen can reliably bowl. Whether picking bowling all-rounder Shardul Thakur or pacer Mohammed Shami, India will only have five bowlers to choose from. It is likely to be inclined towards Shami to have the best chance to bowl 50 overs against an in-form New Zealand batting lineup. The Black Caps continue to be without skipper Kane Williamson, who is currently out injured after fracturing his thumb, and Tom Latham will once again be in charge. The two countries have played 116 one-day internationals. India holds the better record, with 58 wins. New Zealand have won 50 of those games, while seven ended in no-result and one in a tie.           Follow Al Jazeera English:",Sports
88901,espn-cric-info,ESPN Cric Info,Shashank Kishore,Engelbrecht: 'We've got really good cricketers in our changing room and it will show as we go along',The Netherlands batter backs the side to move forward and learn from the defeat against Sri Lanka 'as quickly as possible',https://www.espncricinfo.com/story/icc-cricket-world-cup-sybrand-engelbrecht-weve-got-really-good-cricketers-in-our-changing-room-and-it-will-show-1404671,https://img1.hscicdn.com/image/upload/f_auto/lsci/db/PICTURES/CMS/369500/369554.6.jpg,2023-10-21 16:16:14.000000,"Sybrand Engelbrecht, the World Cup debutant who had walked away from cricket",Sports
88807,al-jazeera-english,Al Jazeera English,Al Jazeera,South Africa inflict record ODI defeat on England in ICC Cricket World Cup,South Africa beat England by a mammoth 229 runs to leave the champions' title defence hanging by a thread.,https://www.aljazeera.com/sports/2023/10/21/south-africa-inflict-record-odi-defeat-on-england-in-cricket-world-cup,https://www.aljazeera.com/wp-content/uploads/2023/10/AP23294520860913-1697907368.jpg?resize=1920%2C1440,2023-10-21 16:58:03.000000,"South Africa beat England by a mammoth 229 runs to leave the champions’ title defence hanging by a thread as they suffered a record defeat by runs in a one-day international. South Africa demolished England by 229 runs in theCricket World Cupto leave the beleaguered defending champions facing an early exit from the tournament after their latest humiliation. England fell to their third loss in four matches so far on Saturday, having previously been defeated by New Zealand and, ina huge shock, Afghanistan. The Proteas bounced back from their ownsurprising loss– to the Netherlands on Tuesday – to post 399-7 after being put into bat in stifling conditions in Mumbai. Heinrich Klaasen (109) smashed a 61-ball century and Marco Jansen made an unbeaten 75 off 42 balls. England plunged to 38-4 after 8.1 overs in their reply and were eventually dismissed for 170 in only 22 overs. Klaasen and Jansen toyed with England’s pace and spin to put on 151 as the Proteas notched up the second-highest total in the tournament. South Africa also scored 428-5 – the highest – against Sri Lanka in New Delhi. After conceding their highest total in ODIs, England were dismissed with 28 overs to spare in its heaviest defeat by runs in ODIs. Klaasen hit his first World Cup hundred, and fourth overall, and it was the second quickest hundred in this tournament, after compatriot Aiden Markram’s 100 off 48 balls against Sri Lanka. He hit 12 fours and four sixes in all. The big win cements South Africa’s third spot with six points. England sank to ninth in the table, tied on two points with last-place Afghanistan.  Put into bat, South Africa lost Quinton de Kock for four runs. Reeza Hendricks, coming in for skipper Temba Bavuma who was out because of illness, scored 85 off 75 balls. He hit nine fours and three sixes. Hendricks reached 50 off 48 balls, and put on 121 runs off 116 deliveries with Rassie van der Dussen, who scored 60 off 61. Adil Rashid pulled things back for England. Van der Dussen was caught at midwicket, and then Hendricks chopped a googly onto his stumps. It brought stand-in skipper Markram and Klaasen to the crease. They added 69 runs for the fourth wicket, before South Africa lost its way again. Markram was caught behind in the 35th off Reece Topley, who came on to bowl after receiving treatment on his injured left hand. The left-arm pacer then had David Miller caught for five two overs later. At 243-5, it seemed South Africa would have to settle for a sub-par total on a good batting surface. Klaasen though had other plans. Struggling with intense sweating under high humidity and suffering from cramps, Klaasen was not able to run much. He made up for it with fours and sixes instead, as South Africa crossed 300 in the 44th over. Only four overs later, South Africa passed 350. Klaasen, who scored 50 off 40 balls, raced to three figures off only the next 21 balls. At the other end, Jansen scored 50 off 35. Klaasen and Jansen helped South Africa plunder 143 runs in the last 10 overs in an incredible display of power hitting, smashing 15 fours and 10 sixes during their stand. “That hundred is up there with my best ever,” said player-of-the-match Klaasen at the presentation ceremony. “The conditions were brutal. It’s proper heat and saps the energy out of you.”  Chasing a mammoth 400, the English innings never took off. Three of their top four batters did not even reach double figures. Jonny Bairstow holed out for 10 off Lungi Ngidi (2-26), while Dawid Malan was caught behind off Jansen. Jansen enjoyed a productive day with the ball too – he picked up 2-35 in five overs, also sending back Joe Root for two runs. Root hit the ball straight off his pads to the leg gully for a simple practice catch. The game seemed over when the inspirational, fit-againBen Stokes(5) offered a simple return catch to Kagiso Rabada, who gleefully accepted it. The procession of wickets continued. Gerald Coetzee sent back skipper Jos Buttler (15) and Harry Brook (17) in the 12th over. Buttler was caught behind, while Brook was out lbw, as England were down and out at 68-6. Coetzee finished with 3-35. Mark Wood’s 43 not out off 17 balls was the innings’ top scorer. The defeat left England with a mountain to climb to reach the semifinals, with skipper Jos Buttler admitting, “It leaves us with no room for error. “We probably have to win every other game we play from here on, and that’s the situation we’re in.” Sri Lanka finally got their first win by beating the Netherlands by five wickets in Lucknow, India. The Dutch scored a competitive total of 262 on the back of maiden ODI half-centuries from Sybrand Engelbrecht (70) and Logan van Beek (59). Offspinner Aryan Dutt (3-44) troubled Sri Lanka with the new ball in the batting powerplay before Sadeera Samarawickrama made an unbeaten 91 off 107 balls and eased Sri Lanka to 263-5 for its first points after losses to South Africa, Pakistan and Australia. Sri Lanka have two points from four games. Eighth-place Netherlands also have two points.           Follow Al Jazeera English:",Sports
88472,,Bossip,Chime Edwards,Rumor Surfaces That Jodie Turner-Smith’s Divorce Filing Was Due To Joshua Jackson’s ‘Dark Moods’ From TV Roles,Jodie Turner-Smith’s divorce from Dawson’s Creek star Joshua Jackson may have been caused by “dark moods” from the intense characters the actor portrayed. Radar Online reports that the 37-year-old’s divorce filing from Jackson left the actor devastated. A sup…,http://bossip.com/2511912/jodie-turner-smith-joshua-jackson-divorce-update/,https://bossip.com/wp-content/uploads/sites/28/2023/10/1697914529112.jpg?strip=all&quality=80,2023-10-21 18:57:34.000000,"Jodie Turner-Smith’s divorce from Dawson’s Creek star Joshua Jackson may have been caused by “dark moods” from the intense characters the actor portrayed.
Radar Online reports that the 37-year-old’s… [+3129 chars]",General
88912,,AppleInsider,news@appleinsider.com (Andrew O'Hara),Hands on with the best alternatives to Apple's ill-fated leather case,"We went hands-on with your best alternatives for Apple's discontinued leather case for your new iPhone 15.Leather case alternativesWhen Apple launched its latest smartphone, it also announced it would be ending its use of leather. All of Apple's leather acces…",https://appleinsider.com/articles/23/10/21/hands-on-with-the-best-alternatives-to-apples-ill-fated-leather-case,https://photos5.appleinsider.com/gallery/56907-115740-Leather-Case-Pile-xl.jpg,2023-10-21 20:30:33.000000,"Leather case alternatives
We went hands-on with your best alternatives for Apple's discontinued leather case for your new iPhone 15.
When Apple launched its latest smartphone, it also announced it … [+6984 chars]",Technology
